,SpatialDimension,Code,TimeDim,SEX,Value
531,WORLDBANKINCOMEGROUP,WB_LMI,2010,BTSX,22.5
532,WORLDBANKINCOMEGROUP,WB_LMI,2011,BTSX,22.6
533,WORLDBANKINCOMEGROUP,WB_LMI,2012,BTSX,22.7
534,WORLDBANKINCOMEGROUP,WB_LMI,2013,BTSX,22.7
535,WORLDBANKINCOMEGROUP,WB_LMI,2014,BTSX,22.8
536,WORLDBANKINCOMEGROUP,WB_LMI,2015,BTSX,22.9
537,WORLDBANKINCOMEGROUP,WB_LMI,2016,BTSX,23.0
538,WORLDBANKINCOMEGROUP,WB_UMI,1975,BTSX,22.2
539,WORLDBANKINCOMEGROUP,WB_UMI,1976,BTSX,22.2
540,WORLDBANKINCOMEGROUP,WB_UMI,1977,BTSX,22.3
541,WORLDBANKINCOMEGROUP,WB_UMI,1978,BTSX,22.3
542,WORLDBANKINCOMEGROUP,WB_UMI,1979,BTSX,22.4
543,WORLDBANKINCOMEGROUP,WB_UMI,1980,BTSX,22.5
544,WORLDBANKINCOMEGROUP,WB_UMI,1981,BTSX,22.5
545,WORLDBANKINCOMEGROUP,WB_UMI,1982,BTSX,22.6
546,WORLDBANKINCOMEGROUP,WB_UMI,1983,BTSX,22.7
547,WORLDBANKINCOMEGROUP,WB_UMI,1984,BTSX,22.7
548,WORLDBANKINCOMEGROUP,WB_UMI,1985,BTSX,22.8
549,WORLDBANKINCOMEGROUP,WB_UMI,1986,BTSX,22.9
550,WORLDBANKINCOMEGROUP,WB_UMI,1987,BTSX,22.9
551,WORLDBANKINCOMEGROUP,WB_UMI,1988,BTSX,23.0
552,WORLDBANKINCOMEGROUP,WB_UMI,1989,BTSX,23.0
553,WORLDBANKINCOMEGROUP,WB_UMI,1990,BTSX,23.1
554,WORLDBANKINCOMEGROUP,WB_UMI,1991,BTSX,23.1
555,WORLDBANKINCOMEGROUP,WB_UMI,1992,BTSX,23.2
556,WORLDBANKINCOMEGROUP,WB_UMI,1993,BTSX,23.3
557,WORLDBANKINCOMEGROUP,WB_UMI,1994,BTSX,23.3
558,WORLDBANKINCOMEGROUP,WB_UMI,1995,BTSX,23.4
559,WORLDBANKINCOMEGROUP,WB_UMI,1996,BTSX,23.4
560,WORLDBANKINCOMEGROUP,WB_UMI,1997,BTSX,23.5
561,WORLDBANKINCOMEGROUP,WB_UMI,1998,BTSX,23.6
562,WORLDBANKINCOMEGROUP,WB_UMI,1999,BTSX,23.6
563,WORLDBANKINCOMEGROUP,WB_UMI,2000,BTSX,23.7
564,WORLDBANKINCOMEGROUP,WB_UMI,2001,BTSX,23.8
565,WORLDBANKINCOMEGROUP,WB_UMI,2002,BTSX,23.8
566,WORLDBANKINCOMEGROUP,WB_UMI,2003,BTSX,23.9
567,WORLDBANKINCOMEGROUP,WB_UMI,2004,BTSX,24.0
568,WORLDBANKINCOMEGROUP,WB_UMI,2005,BTSX,24.1
569,WORLDBANKINCOMEGROUP,WB_UMI,2006,BTSX,24.1
570,WORLDBANKINCOMEGROUP,WB_UMI,2007,BTSX,24.2
571,WORLDBANKINCOMEGROUP,WB_UMI,2008,BTSX,24.3
572,WORLDBANKINCOMEGROUP,WB_UMI,2009,BTSX,24.4
573,WORLDBANKINCOMEGROUP,WB_UMI,2010,BTSX,24.5
574,WORLDBANKINCOMEGROUP,WB_UMI,2011,BTSX,24.6
575,WORLDBANKINCOMEGROUP,WB_UMI,2012,BTSX,24.7
576,WORLDBANKINCOMEGROUP,WB_UMI,2013,BTSX,24.8
577,WORLDBANKINCOMEGROUP,WB_UMI,2014,BTSX,24.9
578,WORLDBANKINCOMEGROUP,WB_UMI,2015,BTSX,25.0
579,WORLDBANKINCOMEGROUP,WB_UMI,2016,BTSX,25.1
580,REGION,AFR,1975,FMLE,20.2
581,REGION,AFR,1976,FMLE,20.3
582,REGION,AFR,1977,FMLE,20.4
583,REGION,AFR,1978,FMLE,20.5
584,REGION,AFR,1979,FMLE,20.6
585,REGION,AFR,1980,FMLE,20.7
586,REGION,AFR,1981,FMLE,20.8
587,REGION,AFR,1982,FMLE,20.9
588,REGION,AFR,1983,FMLE,21.0
589,REGION,AFR,1984,FMLE,21.1
590,REGION,AFR,1985,FMLE,21.3
591,REGION,AFR,1986,FMLE,21.4
592,REGION,AFR,1987,FMLE,21.5
593,REGION,AFR,1988,FMLE,21.6
594,REGION,AFR,1989,FMLE,21.7
595,REGION,AFR,1990,FMLE,21.8
596,REGION,AFR,1991,FMLE,21.9
597,REGION,AFR,1992,FMLE,22.0
598,REGION,AFR,1993,FMLE,22.1
599,REGION,AFR,1994,FMLE,22.2
600,REGION,AFR,1995,FMLE,22.3
601,REGION,AFR,1996,FMLE,22.4
602,REGION,AFR,1997,FMLE,22.5
603,REGION,AFR,1998,FMLE,22.6
604,REGION,AFR,1999,FMLE,22.7
605,REGION,AFR,2000,FMLE,22.8
606,REGION,AFR,2001,FMLE,22.9
607,REGION,AFR,2002,FMLE,23.0
608,REGION,AFR,2003,FMLE,23.1
609,REGION,AFR,2004,FMLE,23.2
610,REGION,AFR,2005,FMLE,23.3
611,REGION,AFR,2006,FMLE,23.4
612,REGION,AFR,2007,FMLE,23.4
613,REGION,AFR,2008,FMLE,23.5
614,REGION,AFR,2009,FMLE,23.6
615,REGION,AFR,2010,FMLE,23.7
616,REGION,AFR,2011,FMLE,23.7
617,REGION,AFR,2012,FMLE,23.8
618,REGION,AFR,2013,FMLE,23.9
619,REGION,AFR,2014,FMLE,23.9
620,REGION,AFR,2015,FMLE,24.0
621,REGION,AFR,2016,FMLE,24.1
622,REGION,AMR,1975,FMLE,23.8
623,REGION,AMR,1976,FMLE,23.9
624,REGION,AMR,1977,FMLE,24.0
625,REGION,AMR,1978,FMLE,24.0
626,REGION,AMR,1979,FMLE,24.1
627,REGION,AMR,1980,FMLE,24.2
628,REGION,AMR,1981,FMLE,24.3
629,REGION,AMR,1982,FMLE,24.4
630,REGION,AMR,1983,FMLE,24.5
631,REGION,AMR,1984,FMLE,24.6
632,REGION,AMR,1985,FMLE,24.7
633,REGION,AMR,1986,FMLE,24.8
634,REGION,AMR,1987,FMLE,25.0
635,REGION,AMR,1988,FMLE,25.1
636,REGION,AMR,1989,FMLE,25.2
637,REGION,AMR,1990,FMLE,25.3
638,REGION,AMR,1991,FMLE,25.4
639,REGION,AMR,1992,FMLE,25.5
640,REGION,AMR,1993,FMLE,25.6
641,REGION,AMR,1994,FMLE,25.7
642,REGION,AMR,1995,FMLE,25.9
643,REGION,AMR,1996,FMLE,26.0
644,REGION,AMR,1997,FMLE,26.1
645,REGION,AMR,1998,FMLE,26.2
646,REGION,AMR,1999,FMLE,26.3
647,REGION,AMR,2000,FMLE,26.4
648,REGION,AMR,2001,FMLE,26.5
649,REGION,AMR,2002,FMLE,26.6
650,REGION,AMR,2003,FMLE,26.7
651,REGION,AMR,2004,FMLE,26.8
652,REGION,AMR,2005,FMLE,26.9
653,REGION,AMR,2006,FMLE,27.0
654,REGION,AMR,2007,FMLE,27.1
655,REGION,AMR,2008,FMLE,27.2
656,REGION,AMR,2009,FMLE,27.2
657,REGION,AMR,2010,FMLE,27.3
658,REGION,AMR,2011,FMLE,27.4
659,REGION,AMR,2012,FMLE,27.5
660,REGION,AMR,2013,FMLE,27.6
661,REGION,AMR,2014,FMLE,27.7
662,REGION,AMR,2015,FMLE,27.7
663,REGION,AMR,2016,FMLE,27.8
664,REGION,EMR,1975,FMLE,22.4
665,REGION,EMR,1976,FMLE,22.5
666,REGION,EMR,1977,FMLE,22.7
667,REGION,EMR,1978,FMLE,22.8
668,REGION,EMR,1979,FMLE,22.9
669,REGION,EMR,1980,FMLE,23.0
670,REGION,EMR,1981,FMLE,23.2
671,REGION,EMR,1982,FMLE,23.3
672,REGION,EMR,1983,FMLE,23.4
673,REGION,EMR,1984,FMLE,23.6
674,REGION,EMR,1985,FMLE,23.7
675,REGION,EMR,1986,FMLE,23.8
676,REGION,EMR,1987,FMLE,24.0
677,REGION,EMR,1988,FMLE,24.1
678,REGION,EMR,1989,FMLE,24.2
679,REGION,EMR,1990,FMLE,24.3
680,REGION,EMR,1991,FMLE,24.4
681,REGION,EMR,1992,FMLE,24.5
682,REGION,EMR,1993,FMLE,24.6
683,REGION,EMR,1994,FMLE,24.8
684,REGION,EMR,1995,FMLE,24.9
685,REGION,EMR,1996,FMLE,25.0
686,REGION,EMR,1997,FMLE,25.1
687,REGION,EMR,1998,FMLE,25.2
688,REGION,EMR,1999,FMLE,25.3
689,REGION,EMR,2000,FMLE,25.4
690,REGION,EMR,2001,FMLE,25.5
691,REGION,EMR,2002,FMLE,25.7
692,REGION,EMR,2003,FMLE,25.8
693,REGION,EMR,2004,FMLE,25.9
694,REGION,EMR,2005,FMLE,26.0
695,REGION,EMR,2006,FMLE,26.1
696,REGION,EMR,2007,FMLE,26.2
697,REGION,EMR,2008,FMLE,26.3
698,REGION,EMR,2009,FMLE,26.4
699,REGION,EMR,2010,FMLE,26.5
700,REGION,EMR,2011,FMLE,26.6
701,REGION,EMR,2012,FMLE,26.7
702,REGION,EMR,2013,FMLE,26.7
703,REGION,EMR,2014,FMLE,26.8
704,REGION,EMR,2015,FMLE,26.9
705,REGION,EMR,2016,FMLE,27.0
706,REGION,EUR,1975,FMLE,24.5
707,REGION,EUR,1976,FMLE,24.6
708,REGION,EUR,1977,FMLE,24.6
709,REGION,EUR,1978,FMLE,24.7
710,REGION,EUR,1979,FMLE,24.7
711,REGION,EUR,1980,FMLE,24.8
712,REGION,EUR,1981,FMLE,24.8
713,REGION,EUR,1982,FMLE,24.8
714,REGION,EUR,1983,FMLE,24.9
715,REGION,EUR,1984,FMLE,24.9
716,REGION,EUR,1985,FMLE,25.0
717,REGION,EUR,1986,FMLE,25.0
718,REGION,EUR,1987,FMLE,25.0
719,REGION,EUR,1988,FMLE,25.1
720,REGION,EUR,1989,FMLE,25.1
721,REGION,EUR,1990,FMLE,25.2
722,REGION,EUR,1991,FMLE,25.2
723,REGION,EUR,1992,FMLE,25.2
724,REGION,EUR,1993,FMLE,25.3
725,REGION,EUR,1994,FMLE,25.3
726,REGION,EUR,1995,FMLE,25.4
727,REGION,EUR,1996,FMLE,25.4
728,REGION,EUR,1997,FMLE,25.4
729,REGION,EUR,1998,FMLE,25.5
730,REGION,EUR,1999,FMLE,25.5
731,REGION,EUR,2000,FMLE,25.6
732,REGION,EUR,2001,FMLE,25.6
733,REGION,EUR,2002,FMLE,25.7
734,REGION,EUR,2003,FMLE,25.7
735,REGION,EUR,2004,FMLE,25.8
736,REGION,EUR,2005,FMLE,25.8
737,REGION,EUR,2006,FMLE,25.8
738,REGION,EUR,2007,FMLE,25.9
739,REGION,EUR,2008,FMLE,25.9
740,REGION,EUR,2009,FMLE,25.9
741,REGION,EUR,2010,FMLE,26.0
742,REGION,EUR,2011,FMLE,26.0
743,REGION,EUR,2012,FMLE,26.0
744,REGION,EUR,2013,FMLE,26.1
745,REGION,EUR,2014,FMLE,26.1
746,REGION,EUR,2015,FMLE,26.1
747,REGION,EUR,2016,FMLE,26.1
748,REGION,SEAR,1975,FMLE,18.7
749,REGION,SEAR,1976,FMLE,18.8
750,REGION,SEAR,1977,FMLE,18.9
751,REGION,SEAR,1978,FMLE,19.0
752,REGION,SEAR,1979,FMLE,19.1
753,REGION,SEAR,1980,FMLE,19.2
754,REGION,SEAR,1981,FMLE,19.4
755,REGION,SEAR,1982,FMLE,19.5
756,REGION,SEAR,1983,FMLE,19.6
757,REGION,SEAR,1984,FMLE,19.7
758,REGION,SEAR,1985,FMLE,19.8
759,REGION,SEAR,1986,FMLE,19.9
760,REGION,SEAR,1987,FMLE,19.9
761,REGION,SEAR,1988,FMLE,20.0
762,REGION,SEAR,1989,FMLE,20.1
763,REGION,SEAR,1990,FMLE,20.2
764,REGION,SEAR,1991,FMLE,20.3
765,REGION,SEAR,1992,FMLE,20.4
766,REGION,SEAR,1993,FMLE,20.5
767,REGION,SEAR,1994,FMLE,20.6
768,REGION,SEAR,1995,FMLE,20.6
769,REGION,SEAR,1996,FMLE,20.7
770,REGION,SEAR,1997,FMLE,20.8
771,REGION,SEAR,1998,FMLE,20.9
772,REGION,SEAR,1999,FMLE,21.0
773,REGION,SEAR,2000,FMLE,21.1
774,REGION,SEAR,2001,FMLE,21.2
775,REGION,SEAR,2002,FMLE,21.3
776,REGION,SEAR,2003,FMLE,21.3
777,REGION,SEAR,2004,FMLE,21.4
778,REGION,SEAR,2005,FMLE,21.5
779,REGION,SEAR,2006,FMLE,21.6
780,REGION,SEAR,2007,FMLE,21.7
781,REGION,SEAR,2008,FMLE,21.7
782,REGION,SEAR,2009,FMLE,21.8
783,REGION,SEAR,2010,FMLE,21.9
784,REGION,SEAR,2011,FMLE,22.0
785,REGION,SEAR,2012,FMLE,22.1
786,REGION,SEAR,2013,FMLE,22.2
787,REGION,SEAR,2014,FMLE,22.2
788,REGION,SEAR,2015,FMLE,22.3
789,REGION,SEAR,2016,FMLE,22.4
790,REGION,WPR,1975,FMLE,21.1
791,REGION,WPR,1976,FMLE,21.2
792,REGION,WPR,1977,FMLE,21.2
793,REGION,WPR,1978,FMLE,21.3
794,REGION,WPR,1979,FMLE,21.3
795,REGION,WPR,1980,FMLE,21.4
796,REGION,WPR,1981,FMLE,21.4
797,REGION,WPR,1982,FMLE,21.5
798,REGION,WPR,1983,FMLE,21.6
799,REGION,WPR,1984,FMLE,21.6
800,REGION,WPR,1985,FMLE,21.7
801,REGION,WPR,1986,FMLE,21.7
802,REGION,WPR,1987,FMLE,21.8
803,REGION,WPR,1988,FMLE,21.8
804,REGION,WPR,1989,FMLE,21.9
805,REGION,WPR,1990,FMLE,21.9
806,REGION,WPR,1991,FMLE,22.0
807,REGION,WPR,1992,FMLE,22.0
808,REGION,WPR,1993,FMLE,22.1
809,REGION,WPR,1994,FMLE,22.1
810,REGION,WPR,1995,FMLE,22.2
811,REGION,WPR,1996,FMLE,22.2
812,REGION,WPR,1997,FMLE,22.2
813,REGION,WPR,1998,FMLE,22.3
814,REGION,WPR,1999,FMLE,22.3
815,REGION,WPR,2000,FMLE,22.4
816,REGION,WPR,2001,FMLE,22.4
817,REGION,WPR,2002,FMLE,22.5
818,REGION,WPR,2003,FMLE,22.5
819,REGION,WPR,2004,FMLE,22.6
820,REGION,WPR,2005,FMLE,22.6
821,REGION,WPR,2006,FMLE,22.7
822,REGION,WPR,2007,FMLE,22.8
823,REGION,WPR,2008,FMLE,22.8
824,REGION,WPR,2009,FMLE,22.9
825,REGION,WPR,2010,FMLE,23.0
826,REGION,WPR,2011,FMLE,23.1
827,REGION,WPR,2012,FMLE,23.1
828,REGION,WPR,2013,FMLE,23.2
829,REGION,WPR,2014,FMLE,23.3
830,REGION,WPR,2015,FMLE,23.3
831,REGION,WPR,2016,FMLE,23.4
832,WORLDBANKINCOMEGROUP,WB_HI,1975,FMLE,24.0
833,WORLDBANKINCOMEGROUP,WB_HI,1976,FMLE,24.0
834,WORLDBANKINCOMEGROUP,WB_HI,1977,FMLE,24.1
835,WORLDBANKINCOMEGROUP,WB_HI,1978,FMLE,24.1
836,WORLDBANKINCOMEGROUP,WB_HI,1979,FMLE,24.2
837,WORLDBANKINCOMEGROUP,WB_HI,1980,FMLE,24.2
838,WORLDBANKINCOMEGROUP,WB_HI,1981,FMLE,24.3
839,WORLDBANKINCOMEGROUP,WB_HI,1982,FMLE,24.3
840,WORLDBANKINCOMEGROUP,WB_HI,1983,FMLE,24.3
841,WORLDBANKINCOMEGROUP,WB_HI,1984,FMLE,24.4
842,WORLDBANKINCOMEGROUP,WB_HI,1985,FMLE,24.5
843,WORLDBANKINCOMEGROUP,WB_HI,1986,FMLE,24.5
844,WORLDBANKINCOMEGROUP,WB_HI,1987,FMLE,24.6
845,WORLDBANKINCOMEGROUP,WB_HI,1988,FMLE,24.6
846,WORLDBANKINCOMEGROUP,WB_HI,1989,FMLE,24.7
847,WORLDBANKINCOMEGROUP,WB_HI,1990,FMLE,24.7
848,WORLDBANKINCOMEGROUP,WB_HI,1991,FMLE,24.8
849,WORLDBANKINCOMEGROUP,WB_HI,1992,FMLE,24.9
850,WORLDBANKINCOMEGROUP,WB_HI,1993,FMLE,24.9
851,WORLDBANKINCOMEGROUP,WB_HI,1994,FMLE,25.0
852,WORLDBANKINCOMEGROUP,WB_HI,1995,FMLE,25.1
853,WORLDBANKINCOMEGROUP,WB_HI,1996,FMLE,25.1
854,WORLDBANKINCOMEGROUP,WB_HI,1997,FMLE,25.2
855,WORLDBANKINCOMEGROUP,WB_HI,1998,FMLE,25.3
856,WORLDBANKINCOMEGROUP,WB_HI,1999,FMLE,25.3
857,WORLDBANKINCOMEGROUP,WB_HI,2000,FMLE,25.4
858,WORLDBANKINCOMEGROUP,WB_HI,2001,FMLE,25.5
859,WORLDBANKINCOMEGROUP,WB_HI,2002,FMLE,25.5
860,WORLDBANKINCOMEGROUP,WB_HI,2003,FMLE,25.6
861,WORLDBANKINCOMEGROUP,WB_HI,2004,FMLE,25.7
862,WORLDBANKINCOMEGROUP,WB_HI,2005,FMLE,25.7
863,WORLDBANKINCOMEGROUP,WB_HI,2006,FMLE,25.8
864,WORLDBANKINCOMEGROUP,WB_HI,2007,FMLE,25.8
865,WORLDBANKINCOMEGROUP,WB_HI,2008,FMLE,25.9
866,WORLDBANKINCOMEGROUP,WB_HI,2009,FMLE,25.9
867,WORLDBANKINCOMEGROUP,WB_HI,2010,FMLE,26.0
868,WORLDBANKINCOMEGROUP,WB_HI,2011,FMLE,26.0
869,WORLDBANKINCOMEGROUP,WB_HI,2012,FMLE,26.0
870,WORLDBANKINCOMEGROUP,WB_HI,2013,FMLE,26.1
871,WORLDBANKINCOMEGROUP,WB_HI,2014,FMLE,26.1
872,WORLDBANKINCOMEGROUP,WB_HI,2015,FMLE,26.1
873,WORLDBANKINCOMEGROUP,WB_HI,2016,FMLE,26.2
874,WORLDBANKINCOMEGROUP,WB_LI,1975,FMLE,19.1
875,WORLDBANKINCOMEGROUP,WB_LI,1976,FMLE,19.2
876,WORLDBANKINCOMEGROUP,WB_LI,1977,FMLE,19.3
877,WORLDBANKINCOMEGROUP,WB_LI,1978,FMLE,19.4
878,WORLDBANKINCOMEGROUP,WB_LI,1979,FMLE,19.5
879,WORLDBANKINCOMEGROUP,WB_LI,1980,FMLE,19.6
880,WORLDBANKINCOMEGROUP,WB_LI,1981,FMLE,19.7
881,WORLDBANKINCOMEGROUP,WB_LI,1982,FMLE,19.8
882,WORLDBANKINCOMEGROUP,WB_LI,1983,FMLE,19.9
883,WORLDBANKINCOMEGROUP,WB_LI,1984,FMLE,20.0
884,WORLDBANKINCOMEGROUP,WB_LI,1985,FMLE,20.1
885,WORLDBANKINCOMEGROUP,WB_LI,1986,FMLE,20.3
886,WORLDBANKINCOMEGROUP,WB_LI,1987,FMLE,20.4
887,WORLDBANKINCOMEGROUP,WB_LI,1988,FMLE,20.5
888,WORLDBANKINCOMEGROUP,WB_LI,1989,FMLE,20.6
889,WORLDBANKINCOMEGROUP,WB_LI,1990,FMLE,20.7
890,WORLDBANKINCOMEGROUP,WB_LI,1991,FMLE,20.8
891,WORLDBANKINCOMEGROUP,WB_LI,1992,FMLE,20.8
892,WORLDBANKINCOMEGROUP,WB_LI,1993,FMLE,20.9
893,WORLDBANKINCOMEGROUP,WB_LI,1994,FMLE,21.0
894,WORLDBANKINCOMEGROUP,WB_LI,1995,FMLE,21.1
895,WORLDBANKINCOMEGROUP,WB_LI,1996,FMLE,21.2
896,WORLDBANKINCOMEGROUP,WB_LI,1997,FMLE,21.3
897,WORLDBANKINCOMEGROUP,WB_LI,1998,FMLE,21.4
898,WORLDBANKINCOMEGROUP,WB_LI,1999,FMLE,21.5
899,WORLDBANKINCOMEGROUP,WB_LI,2000,FMLE,21.6
900,WORLDBANKINCOMEGROUP,WB_LI,2001,FMLE,21.7
901,WORLDBANKINCOMEGROUP,WB_LI,2002,FMLE,21.8
902,WORLDBANKINCOMEGROUP,WB_LI,2003,FMLE,21.9
903,WORLDBANKINCOMEGROUP,WB_LI,2004,FMLE,21.9
904,WORLDBANKINCOMEGROUP,WB_LI,2005,FMLE,22.0
905,WORLDBANKINCOMEGROUP,WB_LI,2006,FMLE,22.1
906,WORLDBANKINCOMEGROUP,WB_LI,2007,FMLE,22.2
907,WORLDBANKINCOMEGROUP,WB_LI,2008,FMLE,22.3
908,WORLDBANKINCOMEGROUP,WB_LI,2009,FMLE,22.4
909,WORLDBANKINCOMEGROUP,WB_LI,2010,FMLE,22.4
910,WORLDBANKINCOMEGROUP,WB_LI,2011,FMLE,22.5
911,WORLDBANKINCOMEGROUP,WB_LI,2012,FMLE,22.6
912,WORLDBANKINCOMEGROUP,WB_LI,2013,FMLE,22.7
913,WORLDBANKINCOMEGROUP,WB_LI,2014,FMLE,22.8
914,WORLDBANKINCOMEGROUP,WB_LI,2015,FMLE,22.8
915,WORLDBANKINCOMEGROUP,WB_LI,2016,FMLE,22.9
916,WORLDBANKINCOMEGROUP,WB_LMI,1975,FMLE,19.7
917,WORLDBANKINCOMEGROUP,WB_LMI,1976,FMLE,19.8
918,WORLDBANKINCOMEGROUP,WB_LMI,1977,FMLE,19.9
919,WORLDBANKINCOMEGROUP,WB_LMI,1978,FMLE,20.0
920,WORLDBANKINCOMEGROUP,WB_LMI,1979,FMLE,20.1
921,WORLDBANKINCOMEGROUP,WB_LMI,1980,FMLE,20.2
922,WORLDBANKINCOMEGROUP,WB_LMI,1981,FMLE,20.3
923,WORLDBANKINCOMEGROUP,WB_LMI,1982,FMLE,20.4
924,WORLDBANKINCOMEGROUP,WB_LMI,1983,FMLE,20.5
925,WORLDBANKINCOMEGROUP,WB_LMI,1984,FMLE,20.6
926,WORLDBANKINCOMEGROUP,WB_LMI,1985,FMLE,20.7
927,WORLDBANKINCOMEGROUP,WB_LMI,1986,FMLE,20.8
928,WORLDBANKINCOMEGROUP,WB_LMI,1987,FMLE,20.9
929,WORLDBANKINCOMEGROUP,WB_LMI,1988,FMLE,21.0
930,WORLDBANKINCOMEGROUP,WB_LMI,1989,FMLE,21.1
931,WORLDBANKINCOMEGROUP,WB_LMI,1990,FMLE,21.1
932,WORLDBANKINCOMEGROUP,WB_LMI,1991,FMLE,21.2
933,WORLDBANKINCOMEGROUP,WB_LMI,1992,FMLE,21.3
934,WORLDBANKINCOMEGROUP,WB_LMI,1993,FMLE,21.4
935,WORLDBANKINCOMEGROUP,WB_LMI,1994,FMLE,21.5
936,WORLDBANKINCOMEGROUP,WB_LMI,1995,FMLE,21.6
937,WORLDBANKINCOMEGROUP,WB_LMI,1996,FMLE,21.7
938,WORLDBANKINCOMEGROUP,WB_LMI,1997,FMLE,21.7
939,WORLDBANKINCOMEGROUP,WB_LMI,1998,FMLE,21.8
940,WORLDBANKINCOMEGROUP,WB_LMI,1999,FMLE,21.9
941,WORLDBANKINCOMEGROUP,WB_LMI,2000,FMLE,22.0
942,WORLDBANKINCOMEGROUP,WB_LMI,2001,FMLE,22.1
943,WORLDBANKINCOMEGROUP,WB_LMI,2002,FMLE,22.2
944,WORLDBANKINCOMEGROUP,WB_LMI,2003,FMLE,22.3
945,WORLDBANKINCOMEGROUP,WB_LMI,2004,FMLE,22.3
946,WORLDBANKINCOMEGROUP,WB_LMI,2005,FMLE,22.4
947,WORLDBANKINCOMEGROUP,WB_LMI,2006,FMLE,22.5
948,WORLDBANKINCOMEGROUP,WB_LMI,2007,FMLE,22.6
949,WORLDBANKINCOMEGROUP,WB_LMI,2008,FMLE,22.7
950,WORLDBANKINCOMEGROUP,WB_LMI,2009,FMLE,22.8
951,WORLDBANKINCOMEGROUP,WB_LMI,2010,FMLE,22.9
952,WORLDBANKINCOMEGROUP,WB_LMI,2011,FMLE,23.0
953,WORLDBANKINCOMEGROUP,WB_LMI,2012,FMLE,23.0
954,WORLDBANKINCOMEGROUP,WB_LMI,2013,FMLE,23.1
955,WORLDBANKINCOMEGROUP,WB_LMI,2014,FMLE,23.2
956,WORLDBANKINCOMEGROUP,WB_LMI,2015,FMLE,23.3
957,WORLDBANKINCOMEGROUP,WB_LMI,2016,FMLE,23.4
958,WORLDBANKINCOMEGROUP,WB_UMI,1975,FMLE,22.5
959,WORLDBANKINCOMEGROUP,WB_UMI,1976,FMLE,22.6
960,WORLDBANKINCOMEGROUP,WB_UMI,1977,FMLE,22.7
961,WORLDBANKINCOMEGROUP,WB_UMI,1978,FMLE,22.7
962,WORLDBANKINCOMEGROUP,WB_UMI,1979,FMLE,22.8
963,WORLDBANKINCOMEGROUP,WB_UMI,1980,FMLE,22.8
964,WORLDBANKINCOMEGROUP,WB_UMI,1981,FMLE,22.9
965,WORLDBANKINCOMEGROUP,WB_UMI,1982,FMLE,23.0
966,WORLDBANKINCOMEGROUP,WB_UMI,1983,FMLE,23.0
967,WORLDBANKINCOMEGROUP,WB_UMI,1984,FMLE,23.1
968,WORLDBANKINCOMEGROUP,WB_UMI,1985,FMLE,23.2
969,WORLDBANKINCOMEGROUP,WB_UMI,1986,FMLE,23.2
970,WORLDBANKINCOMEGROUP,WB_UMI,1987,FMLE,23.3
971,WORLDBANKINCOMEGROUP,WB_UMI,1988,FMLE,23.3
972,WORLDBANKINCOMEGROUP,WB_UMI,1989,FMLE,23.4
973,WORLDBANKINCOMEGROUP,WB_UMI,1990,FMLE,23.4
974,WORLDBANKINCOMEGROUP,WB_UMI,1991,FMLE,23.5
975,WORLDBANKINCOMEGROUP,WB_UMI,1992,FMLE,23.5
976,WORLDBANKINCOMEGROUP,WB_UMI,1993,FMLE,23.6
977,WORLDBANKINCOMEGROUP,WB_UMI,1994,FMLE,23.7
978,WORLDBANKINCOMEGROUP,WB_UMI,1995,FMLE,23.7
979,WORLDBANKINCOMEGROUP,WB_UMI,1996,FMLE,23.8
980,WORLDBANKINCOMEGROUP,WB_UMI,1997,FMLE,23.8
981,WORLDBANKINCOMEGROUP,WB_UMI,1998,FMLE,23.9
982,WORLDBANKINCOMEGROUP,WB_UMI,1999,FMLE,23.9
983,WORLDBANKINCOMEGROUP,WB_UMI,2000,FMLE,24.0
984,WORLDBANKINCOMEGROUP,WB_UMI,2001,FMLE,24.1
985,WORLDBANKINCOMEGROUP,WB_UMI,2002,FMLE,24.1
986,WORLDBANKINCOMEGROUP,WB_UMI,2003,FMLE,24.2
987,WORLDBANKINCOMEGROUP,WB_UMI,2004,FMLE,24.2
988,WORLDBANKINCOMEGROUP,WB_UMI,2005,FMLE,24.3
989,WORLDBANKINCOMEGROUP,WB_UMI,2006,FMLE,24.4
990,WORLDBANKINCOMEGROUP,WB_UMI,2007,FMLE,24.5
991,WORLDBANKINCOMEGROUP,WB_UMI,2008,FMLE,24.5
992,WORLDBANKINCOMEGROUP,WB_UMI,2009,FMLE,24.6
993,WORLDBANKINCOMEGROUP,WB_UMI,2010,FMLE,24.7
994,WORLDBANKINCOMEGROUP,WB_UMI,2011,FMLE,24.8
995,WORLDBANKINCOMEGROUP,WB_UMI,2012,FMLE,24.8
996,WORLDBANKINCOMEGROUP,WB_UMI,2013,FMLE,24.9
997,WORLDBANKINCOMEGROUP,WB_UMI,2014,FMLE,25.0
998,WORLDBANKINCOMEGROUP,WB_UMI,2015,FMLE,25.1
999,WORLDBANKINCOMEGROUP,WB_UMI,2016,FMLE,25.1
1000,REGION,AFR,1975,MLE,19.3
1001,REGION,AFR,1976,MLE,19.4
1002,REGION,AFR,1977,MLE,19.5
1003,REGION,AFR,1978,MLE,19.6
1004,REGION,AFR,1979,MLE,19.7
1005,REGION,AFR,1980,MLE,19.8
1006,REGION,AFR,1981,MLE,19.9
1007,REGION,AFR,1982,MLE,20.0
1008,REGION,AFR,1983,MLE,20.1
1009,REGION,AFR,1984,MLE,20.2
